reference_month,region_level,region_code,region_label,accommodation_scope,measure,total,single,single_parent_1_child,single_parent_2_children,couple_no_child,couple_1_child,couple_2_children
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,actual_kdu_total_eur_per_bg,605.7322,448.9968,642.0553,755.4319,646.6689,758.2549,892.8528
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,actual_kdu_total_eur_per_sqm,11.9115,12.2703,12.3086,10.9483,11.1762,11.3105,11.5956
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,actual_unterkunftskosten_eur_per_bg,436.0329,330.0610,463.1532,550.1367,462.5733,543.2953,625.2512
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,actual_unterkunftskosten_eur_per_sqm,8.5171,8.9327,8.7605,7.8682,7.8278,8.0378,7.9774
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,bg_stock,6075.0000,3125.0000,688.0000,381.0000,513.0000,332.0000,296.0000
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,bg_stock_with_recognised_kdu,5915.0000,2996.0000,674.0000,377.0000,512.0000,329.0000,295.0000
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,mean_floor_area_sqm_per_bg,56.8979,43.3211,60.4785,72.0177,61.9970,69.7894,80.9009
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_bruttokaltmiete_eur_per_bg,483.1190,361.6912,505.3309,594.7964,506.5928,603.7971,722.9077
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_bruttokaltmiete_eur_per_sqm,9.6102,10.0071,9.7978,8.6680,8.8751,9.0590,9.3707
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_heizkosten_eur_per_bg,95.5559,66.2468,105.5123,114.7491,102.5448,125.3523,145.7328
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_heizkosten_eur_per_sqm,1.8524,1.8040,2.0132,1.6842,1.8058,1.8597,1.9562
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_kalte_betriebskosten_eur_per_bg,69.7693,49.6175,68.6629,83.2768,75.7866,85.4763,115.5749
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_kalte_betriebskosten_eur_per_sqm,1.4683,1.4663,1.4593,1.2854,1.4616,1.3563,1.5818
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_kdu_total_eur_per_bg,578.6748,427.9380,610.8432,709.5455,609.1376,729.1494,868.6405
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_kdu_total_eur_per_person,336.7429,427.9378,288.7649,230.5724,280.2584,229.1822,204.0449
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_kdu_total_eur_per_sqm,11.4626,11.8111,11.8110,10.3522,10.6809,10.9187,11.3269
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_unterkunftskosten_eur_per_bg,413.3497,312.0737,436.6681,511.5196,430.8062,518.3208,607.3328
2026-04,kreis,01058,Rendsburg-Eckernförde,miete,recognised_unterkunftskosten_eur_per_sqm,8.1419,8.5408,8.3385,7.3826,7.4135,7.7027,7.7890
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_bruttokaltmiete_eur_per_bg,483.1132,370.8274,523.5626,617.0837,536.3489,616.0911,701.6004
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_bruttokaltmiete_eur_per_sqm,9.1015,9.0067,8.9223,8.6056,9.7478,9.2635,9.5690
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_heizkosten_eur_per_bg,99.8363,68.6107,109.1339,135.9866,108.6609,136.4510,168.3224
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_heizkosten_eur_per_sqm,1.8139,1.6479,1.8193,1.9172,1.8599,2.0837,2.3375
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_kalte_betriebskosten_eur_per_bg,82.6654,59.8894,91.2752,107.5484,92.4142,115.7690,119.8005
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_kalte_betriebskosten_eur_per_sqm,1.5131,1.4115,1.5215,1.5100,1.6455,1.7943,1.6766
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_kdu_total_eur_per_bg,582.9495,439.4381,632.6965,753.0702,645.0098,752.5421,869.9228
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_kdu_total_eur_per_sqm,10.9154,10.6546,10.7416,10.5228,11.6077,11.3472,11.9065
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_unterkunftskosten_eur_per_bg,400.4478,310.9381,432.2874,509.5352,443.9347,500.3221,581.8000
2026-04,kreis,01059,Schleswig-Flensburg,miete,actual_unterkunftskosten_eur_per_sqm,7.5885,7.5952,7.4009,7.0956,8.1023,7.4691,7.8924
2026-04,kreis,01059,Schleswig-Flensburg,miete,bg_stock,5451.0000,3114.0000,638.0000,357.0000,302.0000,218.0000,217.0000
2026-04,kreis,01059,Schleswig-Flensburg,miete,bg_stock_with_recognised_kdu,5190.0000,2879.0000,624.0000,353.0000,298.0000,216.0000,217.0000
2026-04,kreis,01059,Schleswig-Flensburg,miete,mean_floor_area_sqm_per_bg,59.2588,47.6241,64.5935,75.9895,64.3326,72.0496,79.0055
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_bruttokaltmiete_eur_per_bg,478.6785,366.2047,518.9193,609.9617,531.9943,609.8010,701.2318
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_bruttokaltmiete_eur_per_sqm,9.0335,8.9261,8.8583,8.5346,9.6747,9.1962,9.5642
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_heizkosten_eur_per_bg,99.0522,67.8857,108.4371,135.1043,108.4799,135.6639,166.8643
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_heizkosten_eur_per_sqm,1.7992,1.6294,1.8104,1.9066,1.8567,2.0772,2.3196
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_kalte_betriebskosten_eur_per_bg,82.1213,59.4412,90.6999,105.4479,91.8991,115.2597,119.8005
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_kalte_betriebskosten_eur_per_sqm,1.5038,1.4022,1.5105,1.4893,1.6332,1.7902,1.6766
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_kdu_total_eur_per_bg,577.7307,434.0904,627.3564,745.0660,640.4741,745.4650,868.0961
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_kdu_total_eur_per_person,353.1308,434.0903,297.1065,241.6273,298.0787,237.8625,209.5562
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_kdu_total_eur_per_sqm,10.8327,10.5555,10.6687,10.4411,11.5313,11.2733,11.8838
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_unterkunftskosten_eur_per_bg,396.5571,306.7636,428.2194,504.5139,440.0952,494.5413,581.4313
2026-04,kreis,01059,Schleswig-Flensburg,miete,recognised_unterkunftskosten_eur_per_sqm,7.5296,7.5239,7.3478,7.0453,8.0415,7.4059,7.8876
2026-04,kreis,01060,Segeberg,miete,actual_bruttokaltmiete_eur_per_bg,609.6127,457.1715,647.0625,785.5115,672.2677,801.5351,922.2601
2026-04,kreis,01060,Segeberg,miete,actual_bruttokaltmiete_eur_per_sqm,12.1924,12.3345,11.4494,11.6586,11.4112,13.7782,11.5966
2026-04,kreis,01060,Segeberg,miete,actual_heizkosten_eur_per_bg,91.6696,64.3696,107.1278,130.8174,104.0092,126.1091,138.3890
2026-04,kreis,01060,Segeberg,miete,actual_heizkosten_eur_per_sqm,1.7867,1.6523,1.8514,1.9184,1.7940,2.1666,1.9272
2026-04,kreis,01060,Segeberg,miete,actual_kalte_betriebskosten_eur_per_bg,95.4697,70.8285,108.0047,133.0761,115.0627,124.5547,139.8864
2026-04,kreis,01060,Segeberg,miete,actual_kalte_betriebskosten_eur_per_sqm,1.8961,1.8601,1.9117,1.9634,1.9406,2.0616,1.9267
2026-04,kreis,01060,Segeberg,miete,actual_kdu_total_eur_per_bg,701.2823,521.5411,754.1903,916.3289,776.2769,927.6442,1060.6491
2026-04,kreis,01060,Segeberg,miete,actual_kdu_total_eur_per_sqm,13.9790,13.9869,13.3008,13.5770,13.2052,15.9448,13.5237
2026-04,kreis,01060,Segeberg,miete,actual_unterkunftskosten_eur_per_bg,514.1430,386.3430,539.0578,652.4355,557.2050,676.9804,782.3737
2026-04,kreis,01060,Segeberg,miete,actual_unterkunftskosten_eur_per_sqm,10.2962,10.4744,9.5377,9.6952,9.4706,11.7166,9.6699
2026-04,kreis,01060,Segeberg,miete,bg_stock,6435.0000,3467.0000,708.0000,360.0000,545.0000,344.0000,328.0000
2026-04,kreis,01060,Segeberg,miete,bg_stock_with_recognised_kdu,6288.0000,3344.0000,701.0000,357.0000,543.0000,342.0000,324.0000
2026-04,kreis,01060,Segeberg,miete,mean_floor_area_sqm_per_bg,56.5264,43.7426,63.4124,74.1273,63.1190,70.9676,79.2097
2026-04,kreis,01060,Segeberg,miete,recognised_bruttokaltmiete_eur_per_bg,594.9132,445.7536,631.3152,771.9355,654.5647,785.0656,902.5322
2026-04,kreis,01060,Segeberg,miete,recognised_bruttokaltmiete_eur_per_sqm,11.9647,12.1198,11.2235,11.4506,11.1668,13.5501,11.3862
2026-04,kreis,01060,Segeberg,miete,recognised_heizkosten_eur_per_bg,90.7544,63.5664,105.1828,129.7766,103.2264,126.0536,136.8669
2026-04,kreis,01060,Segeberg,miete,recognised_heizkosten_eur_per_sqm,1.7704,1.6348,1.8246,1.9036,1.7805,2.1658,1.9049
2026-04,kreis,01060,Segeberg,miete,recognised_kalte_betriebskosten_eur_per_bg,93.8152,69.4741,106.1633,131.4022,112.9339,122.6938,136.3366
2026-04,kreis,01060,Segeberg,miete,recognised_kalte_betriebskosten_eur_per_sqm,1.8661,1.8275,1.8861,1.9373,1.9033,2.0405,1.8833
2026-04,kreis,01060,Segeberg,miete,recognised_kdu_total_eur_per_bg,685.6677,509.3200,736.4981,901.7120,757.7910,911.1191,1039.3990
2026-04,kreis,01060,Segeberg,miete,recognised_kdu_total_eur_per_person,412.8473,509.3199,350.8024,291.0000,347.3819,286.1353,246.6095
2026-04,kreis,01060,Segeberg,miete,recognised_kdu_total_eur_per_sqm,13.7351,13.7547,13.0481,13.3542,12.9473,15.7159,13.2911
2026-04,kreis,01060,Segeberg,miete,recognised_unterkunftskosten_eur_per_bg,501.0981,376.2795,525.1520,640.5333,541.6308,662.3717,766.1956
2026-04,kreis,01060,Segeberg,miete,recognised_unterkunftskosten_eur_per_sqm,10.0986,10.2923,9.3374,9.5134,9.2635,11.5096,9.5029
2026-04,kreis,01061,Steinburg,miete,actual_bruttokaltmiete_eur_per_bg,470.2292,377.3963,527.0276,590.0558,525.6122,597.4183,684.5133
2026-04,kreis,01061,Steinburg,miete,actual_bruttokaltmiete_eur_per_sqm,9.7482,10.1591,9.1478,8.8186,9.0896,9.1671,9.2424
2026-04,kreis,01061,Steinburg,miete,actual_heizkosten_eur_per_bg,100.3267,76.9922,114.9788,134.4752,112.5405,132.7225,155.3240
2026-04,kreis,01061,Steinburg,miete,actual_heizkosten_eur_per_sqm,2.0918,2.0962,2.0207,1.9763,2.0774,2.1092,2.1043
2026-04,kreis,01061,Steinburg,miete,actual_kalte_betriebskosten_eur_per_bg,86.6153,68.1156,98.9337,108.5840,101.0781,117.0257,118.4235
2026-04,kreis,01061,Steinburg,miete,actual_kalte_betriebskosten_eur_per_sqm,1.8145,1.8379,1.7379,1.6406,1.8265,1.8522,1.6834
2026-04,kreis,01061,Steinburg,miete,actual_kdu_total_eur_per_bg,570.5559,454.3884,642.0064,724.5310,638.1527,730.1407,839.8373
2026-04,kreis,01061,Steinburg,miete,actual_kdu_total_eur_per_sqm,11.8400,12.2553,11.1685,10.7950,11.1670,11.2763,11.3468
2026-04,kreis,01061,Steinburg,miete,actual_unterkunftskosten_eur_per_bg,383.6139,309.2807,428.0939,481.4719,424.5341,480.3925,566.0898
2026-04,kreis,01061,Steinburg,miete,actual_unterkunftskosten_eur_per_sqm,7.9337,8.3212,7.4099,7.1780,7.2631,7.3149,7.5590
2026-04,kreis,01061,Steinburg,miete,bg_stock,3930.0000,2261.0000,408.0000,212.0000,313.0000,206.0000,170.0000
2026-04,kreis,01061,Steinburg,miete,bg_stock_with_recognised_kdu,3839.0000,2189.0000,401.0000,210.0000,310.0000,202.0000,169.0000
2026-04,kreis,01061,Steinburg,miete,mean_floor_area_sqm_per_bg,53.5458,42.6132,60.1798,69.9927,62.4843,66.7596,76.5896
2026-04,kreis,01061,Steinburg,miete,recognised_bruttokaltmiete_eur_per_bg,459.3924,369.1664,517.6967,574.2732,504.6215,584.0507,662.0446
2026-04,kreis,01061,Steinburg,miete,recognised_bruttokaltmiete_eur_per_sqm,9.5719,9.9852,9.0249,8.6109,8.8094,9.0252,9.0088
2026-04,kreis,01061,Steinburg,miete,recognised_heizkosten_eur_per_bg,98.7456,75.2020,113.8951,134.0906,110.5261,130.9023,154.3784
2026-04,kreis,01061,Steinburg,miete,recognised_heizkosten_eur_per_sqm,2.0414,2.0239,2.0043,1.9713,2.0407,2.0787,2.0881
2026-04,kreis,01061,Steinburg,miete,recognised_kalte_betriebskosten_eur_per_bg,84.9217,66.4924,97.3217,107.4642,97.3269,115.7202,116.9872
2026-04,kreis,01061,Steinburg,miete,recognised_kalte_betriebskosten_eur_per_sqm,1.7759,1.7889,1.7216,1.6223,1.7735,1.8297,1.6628
2026-04,kreis,01061,Steinburg,miete,recognised_kdu_total_eur_per_bg,558.1380,444.3684,631.5918,708.3639,615.1476,714.9531,816.4230
2026-04,kreis,01061,Steinburg,miete,recognised_kdu_total_eur_per_person,359.8830,444.3683,295.7893,228.9601,288.7158,225.9286,196.6646
2026-04,kreis,01061,Steinburg,miete,recognised_kdu_total_eur_per_sqm,11.6134,12.0091,11.0291,10.5822,10.8501,11.1040,11.0969
2026-04,kreis,01061,Steinburg,miete,recognised_unterkunftskosten_eur_per_bg,374.4707,302.6739,420.3750,466.8090,407.2947,468.3305,545.0575
2026-04,kreis,01061,Steinburg,miete,recognised_unterkunftskosten_eur_per_sqm,7.7960,8.1963,7.3033,6.9885,7.0358,7.1955,7.3460
2026-04,kreis,01062,Stormarn,miete,actual_bruttokaltmiete_eur_per_bg,673.4423,500.2851,706.1679,846.2355,718.3486,872.5916,991.3035
2026-04,kreis,01062,Stormarn,miete,actual_bruttokaltmiete_eur_per_sqm,12.9066,13.5057,11.6938,12.0534,12.0630,12.8655,12.6302
2026-04,kreis,01062,Stormarn,miete,actual_heizkosten_eur_per_bg,87.8244,62.3646,94.9173,115.6536,97.1896,116.6242,130.9232
2026-04,kreis,01062,Stormarn,miete,actual_heizkosten_eur_per_sqm,1.6680,1.6398,1.5628,1.6890,1.7128,1.7864,1.7533
2026-04,kreis,01062,Stormarn,miete,actual_kalte_betriebskosten_eur_per_bg,107.2186,77.0263,119.2545,142.2511,120.6949,151.7744,159.3890
2026-04,kreis,01062,Stormarn,miete,actual_kalte_betriebskosten_eur_per_sqm,2.0543,2.0378,2.0145,2.0209,2.1254,2.2559,2.1606
2026-04,kreis,01062,Stormarn,miete,actual_kdu_total_eur_per_bg,761.2667,562.6497,801.0852,961.8891,815.5382,989.2159,1122.2267
2026-04,kreis,01062,Stormarn,miete,actual_kdu_total_eur_per_sqm,14.5745,15.1455,13.2566,13.7424,13.7758,14.6519,14.3835
2026-04,kreis,01062,Stormarn,miete,actual_unterkunftskosten_eur_per_bg,566.2237,423.2588,586.9134,703.9844,597.6537,720.8172,831.9145
2026-04,kreis,01062,Stormarn,miete,actual_unterkunftskosten_eur_per_sqm,10.8522,11.4679,9.6793,10.0325,9.9376,10.6096,10.4696
2026-04,kreis,01062,Stormarn,miete,bg_stock,4301.0000,2224.0000,464.0000,260.0000,386.0000,246.0000,232.0000
2026-04,kreis,01062,Stormarn,miete,bg_stock_with_recognised_kdu,4237.0000,2170.0000,460.0000,257.0000,386.0000,244.0000,232.0000
2026-04,kreis,01062,Stormarn,miete,mean_floor_area_sqm_per_bg,58.1359,43.9013,63.2793,71.5959,65.6125,72.4100,81.4566
2026-04,kreis,01062,Stormarn,miete,recognised_bruttokaltmiete_eur_per_bg,653.9643,487.5208,685.6790,818.5061,693.1533,853.1266,958.5175
2026-04,kreis,01062,Stormarn,miete,recognised_bruttokaltmiete_eur_per_sqm,12.6344,13.2568,11.4406,11.6702,11.7621,12.6698,12.3028
2026-04,kreis,01062,Stormarn,miete,recognised_heizkosten_eur_per_bg,86.4093,61.0426,93.5827,114.0193,95.3225,114.7027,129.9078
2026-04,kreis,01062,Stormarn,miete,recognised_heizkosten_eur_per_sqm,1.6435,1.6134,1.5433,1.6661,1.6859,1.7542,1.7384
2026-04,kreis,01062,Stormarn,miete,recognised_kalte_betriebskosten_eur_per_bg,105.4583,75.1178,117.6685,140.8844,119.1651,150.1481,157.0844
2026-04,kreis,01062,Stormarn,miete,recognised_kalte_betriebskosten_eur_per_sqm,2.0180,1.9886,1.9976,1.9943,2.0956,2.2303,2.1351
2026-04,kreis,01062,Stormarn,miete,recognised_kdu_total_eur_per_bg,740.3736,548.5634,779.2617,932.5254,788.4759,967.8293,1088.4253
2026-04,kreis,01062,Stormarn,miete,recognised_kdu_total_eur_per_person,433.9027,548.5633,360.8149,300.2014,361.7326,300.2471,258.9330
2026-04,kreis,01062,Stormarn,miete,recognised_kdu_total_eur_per_sqm,14.2779,14.8701,12.9839,13.3362,13.4479,14.4240,14.0412
2026-04,kreis,01062,Stormarn,miete,recognised_unterkunftskosten_eur_per_bg,548.5060,412.4030,568.0105,677.6217,573.9883,702.9786,801.4331
2026-04,kreis,01062,Stormarn,miete,recognised_unterkunftskosten_eur_per_sqm,10.6164,11.2682,9.4430,9.6759,9.6664,10.4395,10.1677
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_bruttokaltmiete_eur_per_bg,723.4918,524.9131,750.2017,921.1687,752.8164,956.4002,1122.2452
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_bruttokaltmiete_eur_per_sqm,18.0554,16.2157,15.6859,18.8566,14.8079,18.5918,23.3684
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_heizkosten_eur_per_bg,83.1431,62.1066,98.6637,112.4009,102.8232,111.5334,120.0596
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_heizkosten_eur_per_sqm,1.7426,1.7002,1.7576,1.7857,1.7907,1.8287,1.7798
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_kalte_betriebskosten_eur_per_bg,106.4155,82.1546,122.7667,140.4496,134.0461,141.5667,150.3657
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_kalte_betriebskosten_eur_per_sqm,2.2699,2.2926,2.1816,2.2067,2.3452,2.2997,2.2288
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_kdu_total_eur_per_bg,806.6349,587.0197,848.8654,1033.5696,855.6396,1067.9336,1242.3049
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_kdu_total_eur_per_sqm,19.7981,17.9158,17.4435,20.6424,16.5986,20.4205,25.1482
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_unterkunftskosten_eur_per_bg,617.0762,442.7586,627.4350,780.7191,618.7703,814.8335,971.8795
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,actual_unterkunftskosten_eur_per_sqm,15.7856,13.9231,13.5043,16.6499,12.4627,16.2921,21.1396
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,bg_stock,88265.0000,50132.0000,8965.0000,5130.0000,6820.0000,4056.0000,3928.0000
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,bg_stock_with_recognised_kdu,86764.0000,48938.0000,8849.0000,5088.0000,6780.0000,4030.0000,3909.0000
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,mean_floor_area_sqm_per_bg,51.6258,41.0506,59.0264,66.5825,60.9599,65.5807,70.0183
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_bruttokaltmiete_eur_per_bg,708.6404,509.9472,734.9431,904.6067,738.1753,941.0790,1108.2733
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_bruttokaltmiete_eur_per_sqm,17.7658,15.8692,15.4563,18.6055,14.5799,18.3473,23.1859
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_heizkosten_eur_per_bg,82.5616,61.5889,97.8386,111.8400,102.1707,110.9208,119.6739
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_heizkosten_eur_per_sqm,1.7297,1.6856,1.7431,1.7769,1.7790,1.8204,1.7723
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_kalte_betriebskosten_eur_per_bg,104.9650,80.8897,121.0925,138.7463,132.3425,139.7815,148.7334
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.2388,2.2582,2.1524,2.1803,2.3167,2.2725,2.2050
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_kdu_total_eur_per_bg,791.2021,571.5361,832.7817,1016.4467,840.3460,1051.9999,1227.9472
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_kdu_total_eur_per_person,475.4531,571.5357,391.3735,327.4171,386.3477,319.8380,290.9612
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_kdu_total_eur_per_sqm,19.4954,17.5549,17.1994,20.3824,16.3589,20.1677,24.9582
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_unterkunftskosten_eur_per_bg,603.6754,429.0575,613.8506,765.8603,605.8328,801.2975,959.5399
2026-04,kreis,02000,"Hamburg, Freie und Hansestadt",miete,recognised_unterkunftskosten_eur_per_sqm,15.5270,13.6111,13.3038,16.4252,12.2632,16.0748,20.9809
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_bruttokaltmiete_eur_per_bg,540.9775,441.9703,621.2272,713.3744,611.9919,733.8560,783.1891
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_bruttokaltmiete_eur_per_sqm,10.6267,10.8678,10.1313,10.9443,9.9297,10.2547,10.3099
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_heizkosten_eur_per_bg,100.0612,76.1852,119.8595,137.2217,122.9526,146.6518,158.6256
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_heizkosten_eur_per_sqm,1.8861,1.7978,1.9395,2.1033,1.9814,2.0618,2.1180
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_kalte_betriebskosten_eur_per_bg,122.1148,95.9035,142.2800,164.9466,146.8494,174.5619,185.0068
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_kalte_betriebskosten_eur_per_sqm,2.3648,2.3316,2.3182,2.5561,2.4034,2.4534,2.4519
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_kdu_total_eur_per_bg,641.0387,518.1555,741.0867,850.5961,734.9445,880.5078,941.8147
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_kdu_total_eur_per_sqm,12.5128,12.6655,12.0708,13.0476,11.9111,12.3165,12.4279
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_unterkunftskosten_eur_per_bg,418.8627,346.0668,478.9472,548.4278,465.1425,559.2941,598.1823
2026-04,kreis,03101,"Braunschweig, Stadt",miete,actual_unterkunftskosten_eur_per_sqm,8.2619,8.5361,7.8131,8.3881,7.5263,7.8013,7.8579
2026-04,kreis,03101,"Braunschweig, Stadt",miete,bg_stock,9367.0000,5781.0000,939.0000,486.0000,689.0000,416.0000,357.0000
2026-04,kreis,03101,"Braunschweig, Stadt",miete,bg_stock_with_recognised_kdu,9287.0000,5718.0000,936.0000,482.0000,686.0000,415.0000,355.0000
2026-04,kreis,03101,"Braunschweig, Stadt",miete,mean_floor_area_sqm_per_bg,54.7156,45.1835,62.8044,71.4283,63.0731,72.2440,76.5263
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_bruttokaltmiete_eur_per_bg,530.9927,433.5118,607.5485,701.9218,599.6240,722.3357,773.8368
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_bruttokaltmiete_eur_per_sqm,10.4723,10.7080,9.9607,10.8066,9.7830,10.1098,10.2071
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_heizkosten_eur_per_bg,97.2785,74.0525,115.6005,134.6396,118.4458,143.3911,155.9471
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_heizkosten_eur_per_sqm,1.8376,1.7512,1.8826,2.0665,1.9158,2.0202,2.0800
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_kalte_betriebskosten_eur_per_bg,120.4053,94.3191,139.5714,163.8369,144.6459,172.8753,184.5064
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.3338,2.2971,2.2821,2.5419,2.3696,2.4301,2.4471
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_kdu_total_eur_per_bg,628.2712,507.5644,723.1490,836.5614,718.0698,865.7268,929.7839
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_kdu_total_eur_per_person,426.0545,507.5642,341.5122,268.9009,336.7379,269.9636,226.1863
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_kdu_total_eur_per_sqm,12.3099,12.4591,11.8433,12.8731,11.6988,12.1300,12.2871
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_unterkunftskosten_eur_per_bg,410.5873,339.1928,467.9771,538.0849,454.9780,549.4604,589.3304
2026-04,kreis,03101,"Braunschweig, Stadt",miete,recognised_unterkunftskosten_eur_per_sqm,8.1385,8.4109,7.6785,8.2647,7.4134,7.6797,7.7600
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_bruttokaltmiete_eur_per_bg,458.5797,357.2171,481.2575,548.4607,484.6138,558.1484,602.8457
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_bruttokaltmiete_eur_per_sqm,8.2732,8.2082,8.1279,8.9386,8.0570,8.4100,8.5585
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_heizkosten_eur_per_bg,118.0976,84.8604,120.6808,143.5438,128.6078,150.7436,163.9594
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_heizkosten_eur_per_sqm,2.0828,1.9331,2.0472,2.1587,2.1625,2.3039,2.3143
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_kalte_betriebskosten_eur_per_bg,121.2415,92.2806,124.8144,142.6048,131.3185,155.6066,162.7696
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_kalte_betriebskosten_eur_per_sqm,2.1877,2.1216,2.1164,2.3229,2.1968,2.3713,2.3376
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_kdu_total_eur_per_bg,576.6774,442.0775,601.9382,692.0046,613.2216,708.8919,766.8052
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_kdu_total_eur_per_sqm,10.3559,10.1412,10.1751,11.0973,10.2195,10.7140,10.8728
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_unterkunftskosten_eur_per_bg,337.3382,264.9365,356.4431,405.8559,353.2954,402.5418,440.0762
2026-04,kreis,03102,"Salzgitter, Stadt",miete,actual_unterkunftskosten_eur_per_sqm,6.0854,6.0865,6.0115,6.6158,5.8602,6.0388,6.2209
2026-04,kreis,03102,"Salzgitter, Stadt",miete,bg_stock,5417.0000,2724.0000,464.0000,322.0000,523.0000,319.0000,297.0000
