reference_month,region_level,region_code,region_label,accommodation_scope,measure,total,1_person,2_persons,3_persons,4_persons,5_persons,6_or_more_persons
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_heizkosten_eur_per_sqm,0.8799,0.7798,0.9589,0.9750,1.0027,0.6098,1.1870
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_kalte_betriebskosten_eur_per_bg,93.1667,63.8833,103.6747,110.9139,123.8945,142.7611,175.5866
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.7950,1.6034,1.9556,1.9379,2.0211,1.7434,1.9344
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_kdu_total_eur_per_bg,696.2820,491.9289,718.8085,842.2071,977.1512,1074.0561,1320.2629
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_kdu_total_eur_per_person,384.8395,491.9289,359.4043,280.7357,244.2878,214.8112,194.1490
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_kdu_total_eur_per_sqm,13.7402,13.3249,13.7137,13.7015,15.5507,12.7589,15.6585
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_unterkunftskosten_eur_per_bg,554.7607,396.6227,562.1157,662.3185,782.8222,878.8930,1058.5121
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,actual_unterkunftskosten_eur_per_sqm,11.0653,10.9417,10.7992,10.7886,12.5269,10.4057,12.5371
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,bg_stock,1530.0000,686.0000,368.0000,211.0000,141.0000,64.0000,60.0000
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,bg_stock_with_recognised_kdu,1461.0000,654.0000,355.0000,198.0000,134.0000,64.0000,56.0000
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,1300.0000,572.0000,327.0000,182.0000,122.0000,53.0000,44.0000
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,mean_floor_area_sqm_per_bg,62.4231,47.4266,64.3211,74.0604,80.2131,97.7925,103.2045
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,mean_floor_area_sqm_per_person,35.6040,47.4266,32.1606,24.6868,20.0533,19.5585,15.1047
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_bruttokaltmiete_eur_per_bg,631.3295,446.3892,647.0368,754.8910,889.2053,1011.1927,1203.5275
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,12.5787,12.1942,12.5097,12.4862,14.3265,12.0432,14.2712
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_heizkosten_eur_per_bg,46.8883,30.6457,51.4987,65.7368,68.1698,50.0583,86.1641
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_heizkosten_eur_per_sqm,0.8496,0.7543,0.9224,0.9231,0.9791,0.5970,1.1870
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,91.8804,62.7567,102.4554,110.2573,121.7433,139.7463,173.8295
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.7716,1.5788,1.9374,1.9283,1.9759,1.6874,1.9344
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_kdu_total_eur_per_bg,678.2179,477.0349,698.5355,820.6277,957.3751,1061.2509,1289.6916
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_kdu_total_eur_per_person,374.0136,477.0349,349.2678,273.5426,239.3438,212.2502,190.0974
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_kdu_total_eur_per_sqm,13.4283,12.9485,13.4321,13.4094,15.3055,12.6402,15.4582
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_unterkunftskosten_eur_per_bg,539.4491,383.6325,544.5814,644.6336,767.4620,871.4464,1029.6980
2026-04,jobcenter,t67402,"Hohenlohekreis, JC",miete,recognised_unterkunftskosten_eur_per_sqm,10.8071,10.6154,10.5724,10.5579,12.3506,10.3558,12.3369
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_bruttokaltmiete_eur_per_bg,632.1152,446.8203,623.5725,776.0575,875.2862,940.8266,1189.1630
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_bruttokaltmiete_eur_per_sqm,10.7348,11.2521,10.2713,10.4273,10.3484,9.8843,11.0124
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_heizkosten_eur_per_bg,87.2819,56.1626,93.7861,111.4727,120.2133,135.4728,161.3061
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_heizkosten_eur_per_sqm,1.4781,1.3907,1.5522,1.5016,1.5385,1.5153,1.6980
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_kalte_betriebskosten_eur_per_bg,3.9965,2.0863,3.6773,4.5724,3.0094,7.6291,21.7886
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,0.0689,0.0576,0.0659,0.0817,0.0518,0.0898,0.1683
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_kdu_total_eur_per_bg,719.3972,502.9830,717.3586,887.5302,995.4995,1076.2994,1350.4691
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_kdu_total_eur_per_person,388.3054,502.9830,358.6793,295.8434,248.8749,215.2599,194.2363
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_kdu_total_eur_per_sqm,12.2129,12.6428,11.8235,11.9290,11.8870,11.3995,12.7103
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_unterkunftskosten_eur_per_bg,628.1188,444.7340,619.8952,771.4851,872.2769,933.1975,1167.3744
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,actual_unterkunftskosten_eur_per_sqm,10.6659,11.1945,10.2054,10.3456,10.2966,9.7945,10.8441
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,bg_stock,3052.0000,1362.0000,675.0000,440.0000,295.0000,153.0000,127.0000
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,bg_stock_with_recognised_kdu,2959.0000,1306.0000,660.0000,428.0000,289.0000,153.0000,123.0000
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,2765.0000,1189.0000,629.0000,412.0000,272.0000,146.0000,117.0000
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,mean_floor_area_sqm_per_bg,66.7385,50.0034,65.6137,78.2112,87.2904,98.8699,114.5812
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,mean_floor_area_sqm_per_person,36.7425,50.0034,32.8068,26.0704,21.8226,19.7740,16.5800
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_bruttokaltmiete_eur_per_bg,613.7521,427.3975,611.1823,754.3678,851.1409,917.9414,1180.7873
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,10.4644,10.8884,10.1138,10.1592,10.1125,9.6540,10.9437
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_heizkosten_eur_per_bg,84.6778,54.2758,91.4980,107.8448,115.4225,131.3506,159.9781
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_heizkosten_eur_per_sqm,1.4377,1.3525,1.5201,1.4602,1.4706,1.4541,1.6840
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,3.8022,1.8581,3.5652,4.3131,3.0094,7.0278,21.7886
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,0.0646,0.0536,0.0648,0.0695,0.0518,0.0799,0.1683
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_kdu_total_eur_per_bg,698.4299,481.6734,702.6803,862.2126,966.5634,1049.2920,1340.7654
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_kdu_total_eur_per_person,375.0020,481.6734,351.3402,287.4042,241.6409,209.8584,192.9226
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_kdu_total_eur_per_sqm,11.9021,12.2409,11.6339,11.6194,11.5831,11.1081,12.6277
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_unterkunftskosten_eur_per_bg,609.9499,425.5395,607.6171,750.0547,848.1315,910.9137,1158.9987
2026-04,jobcenter,t67404,"Schwäbisch Hall, JC",miete,recognised_unterkunftskosten_eur_per_sqm,10.3998,10.8348,10.0491,10.0897,10.0607,9.5741,10.7754
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_bruttokaltmiete_eur_per_bg,557.3415,414.7793,564.9177,659.8740,735.5231,865.4381,1031.7050
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.5616,9.8356,9.2915,9.1431,9.0173,10.0821,10.2950
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_heizkosten_eur_per_bg,73.7394,50.5216,80.9422,89.8359,107.7865,112.2048,116.3892
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_heizkosten_eur_per_sqm,1.2441,1.1370,1.3425,1.2776,1.3490,1.4669,1.1687
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_kalte_betriebskosten_eur_per_bg,105.2820,77.9197,106.5293,114.5477,139.0979,178.7873,219.6726
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.8621,1.9356,1.7936,1.6356,1.7541,2.2339,2.0634
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_kdu_total_eur_per_bg,631.0808,465.3009,645.8598,749.7100,843.3096,977.6429,1148.0942
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_kdu_total_eur_per_person,354.7205,465.3009,322.9299,249.9033,210.8274,195.5286,169.7231
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_kdu_total_eur_per_sqm,10.8057,10.9726,10.6340,10.4208,10.3662,11.5490,11.4637
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_unterkunftskosten_eur_per_bg,452.0595,336.8596,458.3884,545.3264,596.4252,686.6508,812.0324
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,actual_unterkunftskosten_eur_per_sqm,7.6995,7.9000,7.4979,7.5076,7.2632,7.8483,8.2316
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,bg_stock,2097.0000,931.0000,518.0000,298.0000,170.0000,106.0000,74.0000
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,bg_stock_with_recognised_kdu,2057.0000,911.0000,512.0000,290.0000,167.0000,105.0000,72.0000
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,1952.0000,856.0000,493.0000,276.0000,160.0000,100.0000,67.0000
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,mean_floor_area_sqm_per_bg,66.3489,49.5117,67.7789,78.0109,85.1125,109.3200,113.9552
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,mean_floor_area_sqm_per_person,37.3876,49.5117,33.8895,26.0036,21.2781,21.8640,16.7651
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_bruttokaltmiete_eur_per_bg,525.4840,391.4952,527.9460,617.2123,706.6995,812.1472,995.4765
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.0470,9.3243,8.7583,8.6102,8.6799,9.3250,9.8903
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_heizkosten_eur_per_bg,70.9441,48.0778,78.7650,86.2087,103.5141,108.1036,113.4326
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_heizkosten_eur_per_sqm,1.2003,1.0872,1.3134,1.2249,1.2939,1.4295,1.1481
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,96.4654,69.8066,98.2855,106.6023,130.9466,159.4924,208.1087
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.6732,1.7064,1.6398,1.5287,1.6659,1.7765,1.9536
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_kdu_total_eur_per_bg,596.4281,439.5730,606.7110,703.4210,810.2135,920.2509,1108.9092
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_kdu_total_eur_per_person,334.8308,439.5730,303.3555,234.4737,202.5534,184.0502,164.2901
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_kdu_total_eur_per_sqm,10.2474,10.4114,10.0718,9.8350,9.9738,10.7545,11.0384
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_unterkunftskosten_eur_per_bg,429.0186,321.6886,429.6604,510.6101,575.7528,652.6549,787.3678
2026-04,jobcenter,t67408,"Neckar - Odenwald - Kreis, JC",miete,recognised_unterkunftskosten_eur_per_sqm,7.3738,7.6178,7.1185,7.0815,7.0140,7.5485,7.9367
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_bruttokaltmiete_eur_per_bg,587.2784,429.5499,583.8145,664.3697,765.7740,842.1059,1025.4090
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_bruttokaltmiete_eur_per_sqm,9.8909,10.5208,10.0160,9.1791,9.0849,8.9772,9.2327
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_heizkosten_eur_per_bg,91.4467,57.3797,88.6851,111.1958,128.4576,172.5251,162.7308
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_heizkosten_eur_per_sqm,1.4576,1.3421,1.4583,1.4920,1.5181,2.0379,1.6191
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_kalte_betriebskosten_eur_per_bg,89.8651,63.8902,91.7021,100.5714,123.6081,126.4901,152.4011
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,1.5119,1.5889,1.4604,1.4210,1.4920,1.4673,1.4816
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_kdu_total_eur_per_bg,678.7252,486.9296,672.4996,775.5655,894.2316,1014.6310,1188.1398
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_kdu_total_eur_per_person,359.0207,486.9296,336.2498,258.5218,223.5579,202.9262,170.7987
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_kdu_total_eur_per_sqm,11.3486,11.8629,11.4743,10.6711,10.6030,11.0151,10.8519
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_unterkunftskosten_eur_per_bg,497.4133,365.6597,492.1124,563.7982,642.1659,715.6158,873.0078
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,actual_unterkunftskosten_eur_per_sqm,8.3791,8.9320,8.5556,7.7581,7.5929,7.5099,7.7511
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,bg_stock,2072.0000,875.0000,447.0000,322.0000,235.0000,97.0000,96.0000
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,bg_stock_with_recognised_kdu,2006.0000,831.0000,434.0000,315.0000,234.0000,96.0000,96.0000
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,1884.0000,773.0000,404.0000,304.0000,227.0000,87.0000,89.0000
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,mean_floor_area_sqm_per_bg,69.4570,51.5563,69.3391,77.1743,87.9383,105.8046,116.4382
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,mean_floor_area_sqm_per_person,37.1727,51.5563,34.6696,25.7248,21.9846,21.1609,17.1023
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_bruttokaltmiete_eur_per_bg,562.7701,413.0810,561.2347,627.8410,737.6016,802.8055,985.7552
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,9.5687,10.2484,9.6890,8.7671,8.7773,8.5397,8.8827
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_heizkosten_eur_per_bg,85.0921,52.3642,82.2999,103.4927,120.8978,162.2903,156.1656
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_heizkosten_eur_per_sqm,1.3671,1.2534,1.3692,1.3990,1.4276,1.9068,1.5552
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,84.7627,59.8471,86.1471,93.4665,117.2206,124.4443,146.8224
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,1.4301,1.5065,1.3755,1.3221,1.4097,1.4366,1.4306
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_kdu_total_eur_per_bg,647.8622,465.4452,643.5346,731.3337,858.4994,965.0958,1141.9208
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_kdu_total_eur_per_person,342.8346,465.4452,321.7673,243.7779,214.6249,193.0192,164.0839
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_kdu_total_eur_per_sqm,10.9359,11.5017,11.0582,10.1661,10.2049,10.4465,10.4379
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_unterkunftskosten_eur_per_bg,478.0074,353.2340,475.0876,534.3745,620.3810,678.3613,838.9328
2026-04,jobcenter,t67410,"Main - Tauber - Kreis, JC",miete,recognised_unterkunftskosten_eur_per_sqm,8.1386,8.7419,8.3136,7.4450,7.3676,7.1031,7.4522
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_bruttokaltmiete_eur_per_bg,813.9005,548.8067,784.5008,955.4366,1077.4062,1233.7794,1496.3762
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_bruttokaltmiete_eur_per_sqm,15.2107,14.9914,14.9926,14.7647,15.6933,15.8835,17.3809
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_heizkosten_eur_per_bg,46.8218,28.5191,50.3202,58.5863,64.6260,71.1076,69.8357
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_heizkosten_eur_per_sqm,0.7850,0.6678,0.9266,0.8510,0.8241,0.8457,0.7091
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_kalte_betriebskosten_eur_per_bg,153.3591,99.6530,149.4933,184.6840,212.4177,227.9331,274.8255
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.7902,2.6414,2.7591,2.8093,3.1962,2.8308,3.0845
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_kdu_total_eur_per_bg,860.7223,577.3258,834.8210,1014.0229,1142.0322,1304.8871,1566.2119
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_kdu_total_eur_per_person,435.0052,577.3258,417.4105,338.0076,285.5081,260.9774,235.2612
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_kdu_total_eur_per_sqm,15.9957,15.6592,15.9192,15.6156,16.5174,16.7292,18.0900
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_unterkunftskosten_eur_per_bg,660.5414,449.1536,635.0075,770.7525,864.9885,1005.8464,1221.5508
2026-04,jobcenter,t67704,"Böblingen, JC",miete,actual_unterkunftskosten_eur_per_sqm,12.4204,12.3500,12.2335,11.9553,12.4970,13.0527,14.2964
2026-04,jobcenter,t67704,"Böblingen, JC",miete,bg_stock,6507.0000,2628.0000,1432.0000,996.0000,725.0000,415.0000,311.0000
2026-04,jobcenter,t67704,"Böblingen, JC",miete,bg_stock_with_recognised_kdu,6324.0000,2519.0000,1407.0000,961.0000,714.0000,413.0000,310.0000
2026-04,jobcenter,t67704,"Böblingen, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,6044.0000,2395.0000,1350.0000,924.0000,687.0000,396.0000,292.0000
2026-04,jobcenter,t67704,"Böblingen, JC",miete,mean_floor_area_sqm_per_bg,62.8824,45.4935,61.8585,71.9394,80.2082,90.4470,103.4349
2026-04,jobcenter,t67704,"Böblingen, JC",miete,mean_floor_area_sqm_per_person,32.8193,45.4935,30.9293,23.9798,20.0520,18.0894,15.5876
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_bruttokaltmiete_eur_per_bg,793.1548,533.0766,757.1394,932.4709,1056.3217,1211.1531,1475.0702
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,14.9008,14.6750,14.6361,14.4761,15.4033,15.6581,17.1122
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_heizkosten_eur_per_bg,45.8794,27.8599,49.5273,57.2941,63.0796,69.9228,68.7130
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_heizkosten_eur_per_sqm,0.7682,0.6476,0.9155,0.8343,0.8035,0.8330,0.6971
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,151.2744,97.8115,147.7287,182.7409,209.7547,224.4759,272.0325
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.7516,2.5902,2.7331,2.7824,3.1542,2.7947,3.0575
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_kdu_total_eur_per_bg,839.0342,560.9364,806.6666,989.7650,1119.4013,1281.0758,1543.7832
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_kdu_total_eur_per_person,423.0104,560.9364,403.3333,329.9217,279.8503,256.2152,232.0779
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_kdu_total_eur_per_sqm,15.6691,15.3226,15.5515,15.3104,16.2067,16.4911,17.8092
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_unterkunftskosten_eur_per_bg,641.8805,435.2650,609.4107,749.7300,846.5670,986.6771,1203.0377
2026-04,jobcenter,t67704,"Böblingen, JC",miete,recognised_unterkunftskosten_eur_per_sqm,12.1492,12.0847,11.9030,11.6937,12.2491,12.8634,14.0546
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_bruttokaltmiete_eur_per_bg,704.7572,544.5330,744.4890,880.7319,1003.0385,1124.8024,1385.3215
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_bruttokaltmiete_eur_per_sqm,17.3020,17.0244,15.5155,17.0115,18.4416,20.1969,26.9326
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_heizkosten_eur_per_bg,78.8559,49.9732,98.6501,114.1777,128.9630,134.9487,148.7723
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_heizkosten_eur_per_sqm,1.5562,1.2950,1.7822,1.8823,1.9841,1.9808,1.9241
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_kalte_betriebskosten_eur_per_bg,112.7068,90.8062,121.9630,140.8353,149.1065,165.0511,185.3119
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_kalte_betriebskosten_eur_per_sqm,2.5379,2.7158,2.2523,2.3987,2.3028,2.4059,2.3977
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_kdu_total_eur_per_bg,783.6131,594.5062,843.1392,994.9096,1132.0015,1259.7511,1534.0938
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_kdu_total_eur_per_person,483.5029,594.5062,421.5696,331.6365,283.0004,251.9502,234.1512
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_kdu_total_eur_per_sqm,18.8582,18.3195,17.2977,18.8938,20.4257,22.1776,28.8567
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_unterkunftskosten_eur_per_bg,592.0505,453.7268,622.5261,739.8965,853.9320,959.7514,1200.0096
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,actual_unterkunftskosten_eur_per_sqm,14.7641,14.3087,13.2632,14.6128,16.1388,17.7909,24.5349
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,bg_stock,21586.0000,12137.0000,3857.0000,2456.0000,1602.0000,893.0000,641.0000
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,bg_stock_with_recognised_kdu,20875.0000,11562.0000,3786.0000,2418.0000,1591.0000,887.0000,631.0000
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,bg_stock_with_recognised_kdu_and_floor_area,19866.0000,10859.0000,3669.0000,2327.0000,1528.0000,858.0000,625.0000
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,mean_floor_area_sqm_per_bg,53.0022,41.9329,59.9564,66.0021,71.2461,74.8788,81.4656
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,mean_floor_area_sqm_per_person,33.4448,41.9329,29.9782,22.0007,17.8115,14.9758,12.5043
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_bruttokaltmiete_eur_per_bg,700.2276,540.3863,739.3265,874.2042,998.1293,1122.3663,1383.2419
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_bruttokaltmiete_eur_per_sqm,17.2096,16.9185,15.4325,16.9073,18.3738,20.1699,26.9135
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_heizkosten_eur_per_bg,78.2962,49.4369,98.0841,113.5195,128.3062,134.4672,148.3341
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_heizkosten_eur_per_sqm,1.5443,1.2813,1.7721,1.8720,1.9741,1.9723,1.9188
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_kalte_betriebskosten_eur_per_bg,112.2510,90.3576,121.5570,140.3755,148.3632,164.9518,184.6666
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_kalte_betriebskosten_eur_per_sqm,2.5273,2.7025,2.2459,2.3913,2.2890,2.4046,2.3921
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_kdu_total_eur_per_bg,778.5237,589.8232,837.4107,987.7237,1126.4354,1256.8336,1531.5759
2026-04,jobcenter,t67748,"Stuttgart, Landeshauptstadt, JC",miete,recognised_kdu_total_eur_per_person,479.9703,589.8232,418.7053,329.2412,281.6089,251.3667,233.7848
